concept_id,concept_name,terminology,code,category,description,synonyms,semantic_type,version
T0176,Acute myeloid leukemia ICD10,ICD_10_CM,C92.00,cancer_type,Acute myeloid leukemia not having achieved remission,AML;acute myelogenous leukemia;acute nonlymphocytic leukemia,histology,FY2025
T0177,Chronic myeloid leukemia BCR-ABL ICD10,ICD_10_CM,C92.10,cancer_type,Chronic myeloid leukemia BCR/ABL-positive not having achieved remission,CML;BCR-ABL positive leukemia;Philadelphia chromosome positive CML,histology,FY2025
T0178,Malignant melanoma of skin ICD10,ICD_10_CM,C43.9,cancer_type,Malignant melanoma of skin unspecified,melanoma;cutaneous melanoma;skin melanoma;malignant melanoma,histology,FY2025
T0179,Secondary malignant neoplasm lymph nodes ICD10,ICD_10_CM,C77.9,cancer_type,Secondary and unspecified malignant neoplasm of lymph node unspecified,lymph node metastasis;nodal metastasis;secondary nodes,finding,FY2025
T0180,Secondary malignant neoplasm liver ICD10,ICD_10_CM,C78.7,cancer_type,Secondary malignant neoplasm of liver and intrahepatic bile duct,liver metastasis;hepatic metastasis;liver mets,finding,FY2025
T0181,Secondary malignant neoplasm lung ICD10,ICD_10_CM,C78.00,cancer_type,Secondary malignant neoplasm of unspecified lung,lung metastasis;pulmonary metastasis;lung mets,finding,FY2025
T0182,Secondary malignant neoplasm bone ICD10,ICD_10_CM,C79.51,cancer_type,Secondary malignant neoplasm of bone,bone metastasis;skeletal metastasis;osseous metastasis;bone mets,finding,FY2025
T0183,Secondary malignant neoplasm brain ICD10,ICD_10_CM,C79.31,cancer_type,Secondary malignant neoplasm of brain,brain metastasis;cerebral metastasis;brain mets;intracranial metastasis,finding,FY2025
T0184,Secondary malignant neoplasm adrenal ICD10,ICD_10_CM,C79.70,cancer_type,Secondary malignant neoplasm of unspecified adrenal gland,adrenal metastasis;adrenal mets,finding,FY2025
T0185,Carcinoma NOS,ICD_O_3,8010/3,morphology,Carcinoma NOS,carcinoma;cancer;carcinomatous,histology,Ed3.2-2025
T0186,Carcinoma in situ NOS,ICD_O_3,8010/2,morphology,Carcinoma in situ NOS,CIS;in situ carcinoma;carcinoma in situ,histology,Ed3.2-2025
T0187,Adenocarcinoma NOS ICD-O,ICD_O_3,8140/3,morphology,Adenocarcinoma NOS,adenocarcinoma;glandular carcinoma;adeno-CA,histology,Ed3.2-2025
T0188,Adenocarcinoma in situ ICD-O,ICD_O_3,8140/2,morphology,Adenocarcinoma in situ,AIS;glandular in situ;adenocarcinoma in situ,histology,Ed3.2-2025
T0189,Invasive ductal carcinoma NOS ICD-O,ICD_O_3,8500/3,morphology,Infiltrating duct carcinoma NOS,IDC;NST;invasive ductal NOS;infiltrating ductal carcinoma;invasive breast carcinoma of no special type,histology,Ed3.2-2025
T0190,Ductal carcinoma in situ NOS ICD-O,ICD_O_3,8500/2,morphology,Intraductal carcinoma NOS,DCIS;intraductal carcinoma;ductal in situ,histology,Ed3.2-2025
T0191,Invasive lobular carcinoma ICD-O,ICD_O_3,8520/3,morphology,Lobular carcinoma NOS,ILC;infiltrating lobular carcinoma;invasive lobular,histology,Ed3.2-2025
T0192,Lobular carcinoma in situ ICD-O,ICD_O_3,8520/2,morphology,Lobular carcinoma in situ NOS,LCIS;lobular neoplasia;atypical lobular hyperplasia,histology,Ed3.2-2025
T0193,Mucinous adenocarcinoma ICD-O,ICD_O_3,8480/3,morphology,Mucinous adenocarcinoma,colloid carcinoma;mucus-secreting carcinoma;mucinous CA,histology,Ed3.2-2025
T0194,Signet ring cell carcinoma ICD-O,ICD_O_3,8490/3,morphology,Signet ring cell carcinoma,signet ring cell;mucosecretory carcinoma;linitis plastica pattern,histology,Ed3.2-2025
T0195,Papillary adenocarcinoma ICD-O,ICD_O_3,8260/3,morphology,Papillary adenocarcinoma NOS,papillary carcinoma;papillary adenoca,histology,Ed3.2-2025
T0196,Tubular adenocarcinoma ICD-O,ICD_O_3,8211/3,morphology,Tubular adenocarcinoma,tubular carcinoma;tubular pattern adenocarcinoma,histology,Ed3.2-2025
T0197,Squamous cell carcinoma NOS ICD-O,ICD_O_3,8070/3,morphology,Squamous cell carcinoma NOS,SCC;squamous carcinoma;epidermoid carcinoma,histology,Ed3.2-2025
T0198,Squamous cell carcinoma in situ ICD-O,ICD_O_3,8070/2,morphology,Squamous cell carcinoma in situ NOS,SCC in situ;high grade SIL;Bowen disease;squamous CIS,histology,Ed3.2-2025
T0199,Small cell carcinoma NOS ICD-O,ICD_O_3,8041/3,morphology,Small cell carcinoma NOS,oat cell carcinoma;SCLC;small cell lung;small cell neuroendocrine,histology,Ed3.2-2025
T0200,Large cell carcinoma NOS ICD-O,ICD_O_3,8012/3,morphology,Large cell carcinoma NOS,LCLC;large cell lung carcinoma;large cell undifferentiated,histology,Ed3.2-2025
T0201,Neuroendocrine carcinoma NOS ICD-O,ICD_O_3,8246/3,morphology,Neuroendocrine carcinoma NOS,NEC;high grade neuroendocrine;poorly differentiated NEC,histology,Ed3.2-2025
T0202,Carcinoid tumor NOS ICD-O,ICD_O_3,8240/3,morphology,Carcinoid tumor NOS,well differentiated NET;neuroendocrine tumor grade 1;typical carcinoid,histology,Ed3.2-2025
T0203,Medullary carcinoma NOS ICD-O,ICD_O_3,8510/3,morphology,Medullary carcinoma NOS,medullary carcinoma;medullary pattern,histology,Ed3.2-2025
T0204,Hepatocellular carcinoma NOS ICD-O,ICD_O_3,8170/3,morphology,Hepatocellular carcinoma NOS,HCC;liver cell carcinoma;hepatocarcinoma,histology,Ed3.2-2025
T0205,Acinar cell adenocarcinoma ICD-O,ICD_O_3,8550/3,morphology,Acinar cell carcinoma,acinar cell carcinoma;acinar cell adenocarcinoma,histology,Ed3.2-2025
T0206,Melanoma NOS ICD-O,ICD_O_3,8720/3,morphology,Malignant melanoma NOS,melanoma;cutaneous melanoma;malignant melanoma,histology,Ed3.2-2025
T0207,Superficial spreading melanoma ICD-O,ICD_O_3,8743/3,morphology,Superficial spreading melanoma,SSM;radial growth phase melanoma,histology,Ed3.2-2025
T0208,Nodular melanoma ICD-O,ICD_O_3,8721/3,morphology,Nodular melanoma,nodular melanoma;vertical growth phase melanoma,histology,Ed3.2-2025
T0209,Diffuse large B-cell lymphoma NOS ICD-O,ICD_O_3,9680/3,morphology,Malignant lymphoma large B-cell diffuse NOS,DLBCL;diffuse large B cell lymphoma;aggressive B-cell lymphoma,histology,Ed3.2-2025
T0210,Follicular lymphoma NOS ICD-O,ICD_O_3,9690/3,morphology,Follicular lymphoma NOS,follicular NHL;indolent B-cell lymphoma,histology,Ed3.2-2025
T0211,Hodgkin lymphoma nodular sclerosis ICD-O,ICD_O_3,9663/3,morphology,Hodgkin lymphoma nodular sclerosis NOS,NSHL;nodular sclerosis Hodgkin;classical HL NSHL,histology,Ed3.2-2025
T0212,Plasma cell myeloma ICD-O,ICD_O_3,9732/3,morphology,Plasma cell myeloma,multiple myeloma;myelomatosis;Kahler disease,histology,Ed3.2-2025
T0213,Acute myeloid leukemia NOS ICD-O,ICD_O_3,9861/3,morphology,Acute myeloid leukemia NOS,AML;acute myelogenous leukemia;ANLL,histology,Ed3.2-2025
T0214,Gastrointestinal stromal tumor ICD-O,ICD_O_3,8936/3,morphology,Gastrointestinal stromal tumor malignant,GIST;GI stromal tumor;c-KIT positive tumor,histology,Ed3.2-2025
T0215,Nipple ICD-O,ICD_O_3,C50.0,topography,Nipple of breast,nipple;areola;mammary nipple,anatomy,Ed3.2-2025
T0216,Central portion of breast ICD-O,ICD_O_3,C50.1,topography,Central portion of breast,central breast;retroareolar region,anatomy,Ed3.2-2025
T0217,Upper inner quadrant breast ICD-O,ICD_O_3,C50.2,topography,Upper-inner quadrant of breast,UIQ breast;upper inner breast,anatomy,Ed3.2-2025
T0218,Lower inner quadrant breast ICD-O,ICD_O_3,C50.3,topography,Lower-inner quadrant of breast,LIQ breast;lower inner breast,anatomy,Ed3.2-2025
T0219,Upper outer quadrant breast ICD-O,ICD_O_3,C50.4,topography,Upper-outer quadrant of breast,UOQ breast;upper outer breast;most common quadrant,anatomy,Ed3.2-2025
T0220,Lower outer quadrant breast ICD-O,ICD_O_3,C50.5,topography,Lower-outer quadrant of breast,LOQ breast;lower outer breast,anatomy,Ed3.2-2025
T0221,Axillary tail of breast ICD-O,ICD_O_3,C50.6,topography,Axillary tail of breast,axillary tail;tail of Spence;breast axillary extension,anatomy,Ed3.2-2025
T0222,Breast NOS ICD-O,ICD_O_3,C50.9,topography,Breast NOS,breast unspecified;female breast NOS,anatomy,Ed3.2-2025
T0223,Sigmoid colon ICD-O,ICD_O_3,C18.7,topography,Sigmoid colon,sigmoid;pelvic colon,anatomy,Ed3.2-2025
T0224,Rectum ICD-O,ICD_O_3,C20.9,topography,Rectum NOS,rectum;rectal,anatomy,Ed3.2-2025
T0225,Cecum ICD-O,ICD_O_3,C18.0,topography,Cecum,caecum;ileocecal region,anatomy,Ed3.2-2025
T0226,Ascending colon ICD-O,ICD_O_3,C18.2,topography,Ascending colon,ascending colon;right colon,anatomy,Ed3.2-2025
T0227,Transverse colon ICD-O,ICD_O_3,C18.4,topography,Transverse colon,transverse colon,anatomy,Ed3.2-2025
T0228,Descending colon ICD-O,ICD_O_3,C18.6,topography,Descending colon,descending colon;left colon,anatomy,Ed3.2-2025
T0229,Hepatic flexure ICD-O,ICD_O_3,C18.3,topography,Hepatic flexure of colon,hepatic flexure;right colic flexure,anatomy,Ed3.2-2025
T0230,Splenic flexure ICD-O,ICD_O_3,C18.5,topography,Splenic flexure of colon,splenic flexure;left colic flexure,anatomy,Ed3.2-2025
T0231,Rectosigmoid junction ICD-O,ICD_O_3,C19.9,topography,Rectosigmoid junction,rectosigmoid;RS junction,anatomy,Ed3.2-2025
T0232,Upper lobe bronchus and lung ICD-O,ICD_O_3,C34.1,topography,Upper lobe bronchus and lung,upper lobe lung;ULL;apex of lung,anatomy,Ed3.2-2025
T0233,Middle lobe bronchus and lung ICD-O,ICD_O_3,C34.2,topography,Middle lobe bronchus and lung,middle lobe lung;RML,anatomy,Ed3.2-2025
T0234,Lower lobe bronchus and lung ICD-O,ICD_O_3,C34.3,topography,Lower lobe bronchus and lung,lower lobe lung;LLL;base of lung,anatomy,Ed3.2-2025
T0235,Liver ICD-O,ICD_O_3,C22.0,topography,Liver,liver;hepatic;hepatic parenchyma,anatomy,Ed3.2-2025
T0236,Pancreas ICD-O,ICD_O_3,C25.9,topography,Pancreas NOS,pancreas;pancreatic,anatomy,Ed3.2-2025
T0237,Prostate gland ICD-O,ICD_O_3,C61.9,topography,Prostate gland,prostate;prostatic,anatomy,Ed3.2-2025
T0238,Kidney NOS ICD-O,ICD_O_3,C64.9,topography,Kidney NOS,kidney;renal,anatomy,Ed3.2-2025
T0239,Bladder NOS ICD-O,ICD_O_3,C67.9,topography,Bladder NOS,bladder;urinary bladder;vesical,anatomy,Ed3.2-2025
T0240,Ovary ICD-O,ICD_O_3,C56.9,topography,Ovary,ovary;ovarian,anatomy,Ed3.2-2025
T0241,Uterus NOS ICD-O,ICD_O_3,C55.9,topography,Uterus NOS,uterus;uterine;womb,anatomy,Ed3.2-2025
T0242,Stomach NOS ICD-O,ICD_O_3,C16.9,topography,Stomach NOS,stomach;gastric,anatomy,Ed3.2-2025
T0243,Esophagus NOS ICD-O,ICD_O_3,C15.9,topography,Esophagus NOS,esophagus;oesophagus,anatomy,Ed3.2-2025
T0244,Thyroid gland ICD-O,ICD_O_3,C73.9,topography,Thyroid gland,thyroid;thyroid gland,anatomy,Ed3.2-2025
T0245,Brain NOS ICD-O,ICD_O_3,C71.9,topography,Brain NOS,brain;cerebral;intracranial,anatomy,Ed3.2-2025
T0246,Estrogen receptor Presence by IHC,LOINC,40556-3,biomarker,Estrogen receptor Ag Presence in Tissue by Immune stain,ER status;estrogen receptor;ER IHC;ER immunohistochemistry,assay,2.79
T0247,Estrogen receptor Interpretation LOINC,LOINC,85337-4,biomarker,Estrogen receptor Ag Interpretation in Tissue by Immune stain,ER interpretation;ER result;Allred score ER,assay,2.79
T0248,Progesterone receptor Presence by IHC,LOINC,40557-1,biomarker,Progesterone receptor Ag Presence in Tissue by Immune stain,PR status;progesterone receptor;PR IHC;PgR,assay,2.79
T0249,Progesterone receptor Interpretation LOINC,LOINC,85339-0,biomarker,Progesterone receptor Ag Interpretation in Tissue by Immune stain,PR interpretation;PR result;Allred score PR,assay,2.79
T0250,HER2 IHC Breast Cancer LOINC,LOINC,85319-2,biomarker,HER2 Presence in Breast cancer specimen by Immune stain,HER2 IHC;HER2/neu;c-erbB2;ERBB2 IHC,assay,2.79
T0251,HER2 FISH Breast Cancer LOINC,LOINC,85318-4,biomarker,HER2 gene copy number/CEP17 copy number in Cancer specimen by FISH,HER2 FISH;HER2 amplification;HER2 ISH;ERBB2 FISH,assay,2.79
T0252,HER2 overall score LOINC,LOINC,72383-3,biomarker,HER2 Cancer specimen Interpretation by CAP protocol,HER2 score;HER2 0 1+ 2+ 3+;HER2 result,assay,2.79
T0253,KRAS gene mutation analysis LOINC,LOINC,82457-2,biomarker,KRAS gene mutations found Identifier in Blood or Tissue by Molecular genetics,KRAS mutation;KRAS testing;RAS mutation;KRAS codon 12 13,assay,2.79
T0254,NRAS gene mutation analysis LOINC,LOINC,82458-0,biomarker,NRAS gene mutations found Identifier in Blood or Tissue by Molecular genetics,NRAS mutation;NRAS testing;RAS mutation,assay,2.79
T0255,BRAF gene mutation analysis LOINC,LOINC,49574-1,biomarker,BRAF gene mutations found Identifier in Tissue by Molecular genetics,BRAF mutation;BRAF V600E;BRAF testing,assay,2.79
T0256,EGFR gene mutation analysis Tissue LOINC,LOINC,53049-3,biomarker,EGFR gene mutations found Identifier in Tissue by Molecular genetics,EGFR mutation;EGFR testing;EGFR status;sensitizing EGFR,assay,2.79
T0257,EGFR exon 19 deletion LOINC,LOINC,81197-5,biomarker,EGFR gene exon 19 deletion Presence in Tissue by Molecular genetics,EGFR ex19del;EGFR deletion exon 19;del E746-A750;EGFR 19del,assay,2.79
T0258,EGFR L858R mutation LOINC,LOINC,81198-3,biomarker,EGFR gene p.Leu858Arg Presence in Tissue by Molecular genetics,EGFR L858R;EGFR exon 21;L858R point mutation,assay,2.79
T0259,EGFR T790M mutation LOINC,LOINC,81199-1,biomarker,EGFR gene p.Thr790Met Presence in Tissue by Molecular genetics,EGFR T790M;acquired resistance EGFR;T790M gatekeeper,assay,2.79
T0260,ALK gene rearrangement by FISH LOINC,LOINC,49568-3,biomarker,ALK gene rearrangement in Tissue by FISH,ALK FISH;ALK rearrangement;EML4-ALK;ALK fusion FISH,assay,2.79
T0261,ROS1 gene rearrangement by FISH LOINC,LOINC,88770-7,biomarker,ROS1 gene rearrangement in Tissue by FISH,ROS1 FISH;ROS1 rearrangement;ROS1 fusion,assay,2.79
T0262,PD-L1 expression by IHC LOINC,LOINC,85147-7,biomarker,PD-L1 22C3 Presence in Tissue by Immune stain,PD-L1;PD-L1 TPS;programmed death-ligand 1;CD274;PD-L1 IHC,assay,2.79
T0263,PD-L1 TPS score LOINC,LOINC,96621-4,biomarker,PD-L1 tumor proportion score Interpretation by IHC,TPS;tumor proportion score;PD-L1 percent positive,assay,2.79
T0264,PD-L1 CPS score LOINC,LOINC,96622-2,biomarker,PD-L1 combined positive score Interpretation by IHC,CPS;combined positive score;PD-L1 CPS,assay,2.79
T0265,MLH1 IHC LOINC,LOINC,81218-9,biomarker,MLH1 gene mutation Presence in Blood or Tissue by Molecular genetics,MLH1;MLH1 IHC;MLH1 protein;MLH1 mismatch repair,assay,2.79
T0266,MSH2 IHC LOINC,LOINC,81695-8,biomarker,Microsatellite instability Presence in Cancer specimen by Molecular genetics,MSH2;MSH2 IHC;MSH2 protein;MSH2 mismatch repair,assay,2.79
T0267,MSH6 IHC LOINC,LOINC,81696-6,biomarker,MSH6 gene mutation Presence in Blood or Tissue by Molecular genetics,MSH6;MSH6 IHC;MSH6 protein;MSH6 mismatch repair,assay,2.79
T0268,PMS2 IHC LOINC,LOINC,81697-4,biomarker,PMS2 gene mutation Presence in Blood or Tissue by Molecular genetics,PMS2;PMS2 IHC;PMS2 protein;PMS2 mismatch repair,assay,2.79
T0269,Microsatellite instability testing LOINC,LOINC,85069-3,biomarker,Microsatellite instability Presence in Cancer specimen,MSI;microsatellite instability;MSI-H;MSI-L;MSS;dMMR;pMMR,assay,2.79
T0270,Ki-67 proliferation index LOINC,LOINC,30265-4,biomarker,Ki-67 Ag Presence in Tissue by Immune stain,Ki-67;proliferation index;MIB-1;Ki67 percent;proliferative fraction,assay,2.79
T0271,Ki-67 score LOINC,LOINC,85320-0,biomarker,Ki-67 Interpretation in Cancer specimen by IHC,Ki-67 score;Ki67 interpretation;high Ki-67;low Ki-67,assay,2.79
T0272,CA 15-3 in Serum LOINC,LOINC,6875-9,biomarker,CA 15-3 Units/volume in Serum or Plasma,CA15-3;CA 15-3;breast tumor marker;MUC-1;mucin 1,assay,2.79
T0273,CA 19-9 in Serum LOINC,LOINC,24108-3,biomarker,CA 19-9 Units/volume in Serum or Plasma,CA19-9;CA 19-9;pancreatic tumor marker;sialyl-Lewis X,assay,2.79
T0274,CEA in Serum LOINC,LOINC,2000-8,biomarker,Carcinoembryonic antigen Mass/volume in Serum or Plasma,CEA;carcinoembryonic antigen;colorectal marker;colon cancer marker,assay,2.79
T0275,PSA total in Serum LOINC,LOINC,2857-1,biomarker,Prostate specific Ag Mass/volume in Serum or Plasma,PSA;prostate specific antigen;total PSA;PSA level,assay,2.79
T0276,AFP in Serum LOINC,LOINC,1834-1,biomarker,Alpha-1-fetoprotein Mass/volume in Serum or Plasma,AFP;alpha-fetoprotein;alpha 1 fetoprotein;HCC marker,assay,2.79
T0277,BRCA1 gene mutation LOINC,LOINC,21637-9,biomarker,BRCA1 gene mutations found Identifier in Blood or Tissue by Molecular genetics,BRCA1;BRCA1 mutation;breast cancer gene 1;BRCA1 germline,assay,2.79
T0278,BRCA2 gene mutation LOINC,LOINC,21638-7,biomarker,BRCA2 gene mutations found Identifier in Blood or Tissue by Molecular genetics,BRCA2;BRCA2 mutation;breast cancer gene 2;BRCA2 germline,assay,2.79
T0279,PIK3CA mutation analysis LOINC,LOINC,85230-1,biomarker,PIK3CA gene mutations found Identifier in Blood or Tissue by Molecular genetics,PIK3CA mutation;PIK3CA;phosphatidylinositol pathway;alpelisib target,assay,2.79
T0280,TP53 mutation analysis LOINC,LOINC,21639-5,biomarker,TP53 gene mutations found Identifier in Blood or Tissue by Molecular genetics,TP53;p53;tumor protein 53;TP53 mutation;p53 IHC,assay,2.79
T0281,TMB tumor mutational burden LOINC,LOINC,94077-5,biomarker,Tumor mutation burden interpretation in Cancer specimen by Sequencing,TMB;tumor mutational burden;mutation load;TMB-H;TMB-L,assay,2.79
T0282,Surgical pathology report LOINC,LOINC,11529-5,procedure,Surgical pathology study,pathology report;histopathology;surgical pathology;SP report,procedure,2.79
T0283,Cytology study LOINC,LOINC,47527-7,procedure,Cytology study,cytology;cytopathology;cell study;FNA cytology,procedure,2.79
T0284,Frozen section pathology LOINC,LOINC,11534-5,procedure,Frozen section study,frozen section;intraoperative consultation;FS pathology,procedure,2.79
T0285,Doxorubicin ATC,ATC,L01DB01,drug,Doxorubicin anthracycline antibiotic antineoplastic,adriamycin;hydroxydaunorubicin;doxorubicin HCl;DOX,medication,2025
T0286,Epirubicin ATC,ATC,L01DB03,drug,Epirubicin anthracycline antineoplastic,epirubicin;EPI;farmorubicin;epiadriamycin,medication,2025
T0287,Cyclophosphamide ATC,ATC,L01AA01,drug,Cyclophosphamide alkylating antineoplastic,cytoxan;endoxan;neosar;CTX,medication,2025
T0288,Oxaliplatin ATC,ATC,L01XA03,drug,Oxaliplatin platinum compound antineoplastic,oxaliplatin;eloxatin;FOLFOX component;CRC chemotherapy,medication,2025
T0289,Carboplatin ATC,ATC,L01XA02,drug,Carboplatin platinum compound antineoplastic,carboplatin;CBDCA;paraplatin;carbo,medication,2025
T0290,Cisplatin ATC,ATC,L01XA01,drug,Cisplatin platinum compound antineoplastic,cisplatin;CDDP;platinol;cis-diaminedichloroplatinum,medication,2025
T0291,Paclitaxel ATC,ATC,L01CD01,drug,Paclitaxel taxane antineoplastic,taxol;onxol;paclitaxel;abraxane nab-paclitaxel,medication,2025
T0292,Docetaxel ATC,ATC,L01CD02,drug,Docetaxel taxane antineoplastic,taxotere;docetaxel;DTX;taxane,medication,2025
T0293,5-Fluorouracil ATC,ATC,L01BC02,drug,Fluorouracil antimetabolite antineoplastic,5-FU;fluorouracil;5-fluorouracil;Efudex;Adrucil,medication,2025
T0294,Capecitabine ATC,ATC,L01BC06,drug,Capecitabine oral fluoropyrimidine antineoplastic,capecitabine;xeloda;CAPE;oral 5-FU,medication,2025
T0295,Gemcitabine ATC,ATC,L01BC05,drug,Gemcitabine antimetabolite antineoplastic,gemcitabine;gemzar;GEM;pancreatic cancer chemo,medication,2025
T0296,Pemetrexed ATC,ATC,L01BA04,drug,Pemetrexed antifolate antineoplastic,alimta;pemetrexed;lung cancer chemotherapy;MTA;anti-folate,medication,2025
T0297,Irinotecan ATC,ATC,L01XX19,drug,Irinotecan topoisomerase I inhibitor antineoplastic,irinotecan;CPT-11;camptosar;FOLFIRI component,medication,2025
T0298,Etoposide ATC,ATC,L01CB01,drug,Etoposide podophyllotoxin derivative antineoplastic,etoposide;VP-16;etopophos;vepesid,medication,2025
T0299,Vinorelbine ATC,ATC,L01CA04,drug,Vinorelbine vinca alkaloid antineoplastic,vinorelbine;navelbine;NVB;vinca alkaloid,medication,2025
T0300,Vincristine ATC,ATC,L01CA01,drug,Vincristine vinca alkaloid antineoplastic,vincristine;oncovin;VCR;vinca alkaloid CHOP,medication,2025
T0301,Gefitinib ATC,ATC,L01XE02,drug,Gefitinib EGFR tyrosine kinase inhibitor 1st gen,iressa;gefitinib;EGFR TKI first generation,medication,2025
T0302,Erlotinib ATC,ATC,L01XE03,drug,Erlotinib EGFR tyrosine kinase inhibitor 1st gen,tarceva;erlotinib;EGFR inhibitor;HER1 TKI,medication,2025
T0303,Afatinib ATC,ATC,L01XE13,drug,Afatinib EGFR/HER2 tyrosine kinase inhibitor 2nd gen,gilotrif;afatinib;EGFR TKI second generation;HER2 TKI,medication,2025
T0304,Osimertinib ATC,ATC,L01XE35,drug,Osimertinib EGFR T790M tyrosine kinase inhibitor 3rd gen,tagrisso;osimertinib;AZD9291;EGFR TKI third generation;T790M inhibitor,medication,2025
T0305,Lapatinib ATC,ATC,L01XE07,drug,Lapatinib EGFR/HER2 dual tyrosine kinase inhibitor,tykerb;lapatinib;EGFR HER2 dual TKI;dual kinase inhibitor,medication,2025
T0306,Neratinib ATC,ATC,L01XE29,drug,Neratinib pan-HER tyrosine kinase inhibitor,nerlynx;neratinib;HER2 TKI irreversible,medication,2025
T0307,Imatinib ATC,ATC,L01XE01,drug,Imatinib BCR-ABL/KIT tyrosine kinase inhibitor,gleevec;glivec;imatinib;STI571;BCR-ABL inhibitor;c-KIT inhibitor;GIST treatment,medication,2025
T0308,Vemurafenib ATC,ATC,L01XE15,drug,Vemurafenib BRAF V600E inhibitor,zelboraf;vemurafenib;BRAF inhibitor;BRAF V600E inhibitor,medication,2025
T0309,Crizotinib ATC,ATC,L01XE16,drug,Crizotinib ALK/ROS1/MET tyrosine kinase inhibitor,xalkori;crizotinib;ALK inhibitor;ROS1 inhibitor;first gen ALK TKI,medication,2025
T0310,Alectinib ATC,ATC,L01XE36,drug,Alectinib ALK tyrosine kinase inhibitor 2nd gen,alecensa;alectinib;second gen ALK TKI;ALK inhibitor,medication,2025
T0311,Sunitinib ATC,ATC,L01XE04,drug,Sunitinib multi-targeted receptor tyrosine kinase inhibitor,sutent;sunitinib;anti-angiogenic;VEGFR KIT PDGFR inhibitor,medication,2025
T0312,Sorafenib ATC,ATC,L01XE05,drug,Sorafenib multi-targeted kinase inhibitor,nexavar;sorafenib;RAF VEGFR inhibitor;HCC treatment,medication,2025
T0313,Ribociclib ATC,ATC,L01XJ02,drug,Ribociclib CDK4/6 inhibitor,kisqali;ribociclib;CDK4 CDK6 inhibitor;HR+ breast cancer treatment,medication,2025
T0314,Palbociclib ATC,ATC,L01XJ01,drug,Palbociclib CDK4/6 inhibitor,ibrance;palbociclib;CDK4 6 inhibitor;hormone positive breast cancer,medication,2025
T0315,Abemaciclib ATC,ATC,L01XJ03,drug,Abemaciclib CDK4/6 inhibitor,verzenio;abemaciclib;CDK4 CDK6 inhibitor;continuous CDK4/6,medication,2025
T0316,Olaparib ATC,ATC,L01XK01,drug,Olaparib PARP inhibitor,lynparza;olaparib;PARP inhibitor;BRCA-targeted;BRCA cancer treatment,medication,2025
T0317,Niraparib ATC,ATC,L01XK02,drug,Niraparib PARP inhibitor,zejula;niraparib;PARP inhibitor;ovarian cancer maintenance,medication,2025
T0318,Trastuzumab ATC,ATC,L01XC03,drug,Trastuzumab anti-HER2 monoclonal antibody,herceptin;trastuzumab;HER2-targeted therapy;anti-HER2;anti-ERBB2,medication,2025
T0319,Pertuzumab ATC,ATC,L01XC13,drug,Pertuzumab anti-HER2 dimerization inhibitor monoclonal antibody,perjeta;pertuzumab;HER2 dimerization inhibitor;dual HER2 blockade,medication,2025
T0320,Bevacizumab ATC,ATC,L01XC07,drug,Bevacizumab anti-VEGF monoclonal antibody,avastin;bevacizumab;anti-angiogenic;anti-VEGF monoclonal antibody,medication,2025
T0321,Cetuximab ATC,ATC,L01XC06,drug,Cetuximab anti-EGFR monoclonal antibody,erbitux;cetuximab;anti-EGFR antibody;KRAS wild-type colon cancer,medication,2025
T0322,Pembrolizumab ATC,ATC,L01XC18,drug,Pembrolizumab anti-PD-1 checkpoint inhibitor,keytruda;pembrolizumab;PD-1 inhibitor;immune checkpoint inhibitor;anti-PD-1,medication,2025
T0323,Nivolumab ATC,ATC,L01XC17,drug,Nivolumab anti-PD-1 checkpoint inhibitor,opdivo;nivolumab;PD-1 inhibitor;immune checkpoint;anti-PD-1 antibody,medication,2025
T0324,Ipilimumab ATC,ATC,L01XC11,drug,Ipilimumab anti-CTLA-4 checkpoint inhibitor,yervoy;ipilimumab;CTLA-4 inhibitor;immune checkpoint anti-CTLA4,medication,2025
T0325,Atezolizumab ATC,ATC,L01XC32,drug,Atezolizumab anti-PD-L1 checkpoint inhibitor,tecentriq;atezolizumab;PD-L1 inhibitor;anti-PD-L1 antibody,medication,2025
T0326,Durvalumab ATC,ATC,L01XC28,drug,Durvalumab anti-PD-L1 checkpoint inhibitor,imfinzi;durvalumab;PD-L1 antibody;anti-PDL1,medication,2025
T0327,Tamoxifen ATC,ATC,L02BA01,drug,Tamoxifen selective estrogen receptor modulator SERM,nolvadex;tamoxifen;SERM;antiestrogen;tamoxifen citrate,medication,2025
T0328,Fulvestrant ATC,ATC,L02BA03,drug,Fulvestrant selective estrogen receptor downregulator SERD,faslodex;fulvestrant;SERD;estrogen receptor downregulator;ESR1 degrader,medication,2025
T0329,Letrozole ATC,ATC,L02BG04,drug,Letrozole aromatase inhibitor endocrine therapy,femara;letrozole;AI;aromatase inhibitor;non-steroidal AI,medication,2025
T0330,Anastrozole ATC,ATC,L02BG03,drug,Anastrozole aromatase inhibitor endocrine therapy,arimidex;anastrozole;aromatase inhibitor;non-steroidal AI,medication,2025
T0331,Exemestane ATC,ATC,L02BG06,drug,Exemestane steroidal aromatase inhibitor,aromasin;exemestane;steroidal AI;aromatase inhibitor,medication,2025
T0332,Goserelin ATC,ATC,L02AE03,drug,Goserelin GnRH agonist LHRH analogue,zoladex;goserelin;LHRH agonist;GnRH analogue;ovarian suppression,medication,2025
T0333,Leuprolide ATC,ATC,L02AE02,drug,Leuprolide GnRH agonist LHRH analogue,lupron;leuprolide;LHRH agonist;GnRH analogue;androgen deprivation,medication,2025
